data_column,orario_column,BTP_Price
1/10/2019,7:01,145.51
2/10/2019,8:01,144.9
3/10/2019,9:01,145.68
4/10/2019,10:01,145.62
7/10/2019,11:01,145.37
8/10/2019,12:01,145.43
9/10/2019,13:01,145.19
10/10/2019,14:01,144.2
11/10/2019,15:01,144.38
14/10/2019,16:01,144.71
15/10/2019,17:01,144.37
16/10/2019,18:01,144.66
17/10/2019,19:01,144.92
18/10/2019,20:01,144.65
21/10/2019,21:01,143.97
22/10/2019,22:01,144.72
23/10/2019,23:01,144.43
24/10/2019,0:01,144.79
25/10/2019,1:01,144.34
28/10/2019,2:01,143.71
29/10/2019,3:01,143.89
30/10/2019,4:01,143.72
31/10/2019,5:01,144.47
1/11/2019,6:01,143.8
4/11/2019,7:01,143.81
5/11/2019,8:01,143.58
6/11/2019,9:01,143.47
7/11/2019,10:01,142.36
8/11/2019,11:01,141.84
11/11/2019,12:01,141.11
12/11/2019,13:01,141.57
13/11/2019,14:01,141.41
14/11/2019,15:01,140.77
15/11/2019,16:01,141.5
18/11/2019,17:01,141.78
19/11/2019,18:01,141.43
20/11/2019,19:01,141.85
21/11/2019,20:01,142.13
22/11/2019,21:01,141.97
25/11/2019,22:01,142.23
26/11/2019,23:01,142.42
27/11/2019,0:01,142.144
28/11/2019,1:01,142.458
29/11/2019,2:01,142.89
2/12/2019,3:01,141.98
3/12/2019,4:01,142.56
4/12/2019,5:01,142.78
5/12/2019,6:01,141.71
6/12/2019,7:01,142.04
9/12/2019,8:01,142.83
10/12/2019,9:01,143.12
11/12/2019,10:01,143.53
12/12/2019,11:01,143.2
13/12/2019,12:01,144.1
16/12/2019,13:01,143.85
17/12/2019,14:01,144.11
18/12/2019,15:01,143.35
19/12/2019,16:01,142.64
20/12/2019,17:01,142.42
23/12/2019,18:01,142.26
24/12/2019,19:01,142.26
27/12/2019,20:01,142.87
30/12/2019,21:01,142.46
31/12/2019,22:01,142.46
2/01/2020,23:01,142.39
3/01/2020,0:01,143.28
6/01/2020,1:01,143.24
7/01/2020,2:01,142.78
8/01/2020,3:01,142.65
9/01/2020,4:01,142.95
10/01/2020,5:01,143.44
13/01/2020,6:01,142.73
14/01/2020,7:01,142.78
15/01/2020,8:01,142.79
16/01/2020,9:01,142.19
17/01/2020,10:01,142.83
20/01/2020,11:01,143.06
21/01/2020,12:01,143.08
22/01/2020,13:01,143.07
23/01/2020,14:01,144.27
24/01/2020,15:01,144.47
27/01/2020,16:01,146.8
28/01/2020,17:01,146.96
29/01/2020,18:01,147.63
30/01/2020,19:01,147.97
31/01/2020,20:01,148.03
3/02/2020,21:01,147.69
4/02/2020,22:01,147.78
5/02/2020,23:01,147.56
6/02/2020,0:01,147.58
7/02/2020,1:01,147.87
10/02/2020,2:01,147.82
11/02/2020,3:01,147.5
12/02/2020,4:01,148.13
13/02/2020,5:01,148.43
14/02/2020,6:01,148.1
17/02/2020,7:01,148.28
18/02/2020,8:01,147.85
19/02/2020,9:01,147.86
20/02/2020,10:01,148.04
21/02/2020,11:01,148.25
24/02/2020,12:01,147.52
25/02/2020,13:01,147.536
26/02/2020,14:01,147.638
27/02/2020,15:01,146.896
28/02/2020,16:01,146.16
2/03/2020,17:01,145.64
3/03/2020,18:01,147.76
4/03/2020,19:01,147.67
5/03/2020,20:01,146.89
6/03/2020,21:01,146.68
9/03/2020,22:01,142.59
10/03/2020,23:01,142.6
11/03/2020,0:01,144.92
12/03/2020,1:01,138.35
13/03/2020,2:01,137.18
16/03/2020,3:01,132.88
17/03/2020,4:01,130.73
18/03/2020,5:01,131.86
19/03/2020,6:01,137.32
20/03/2020,7:01,139.69
23/03/2020,8:01,139.8
24/03/2020,9:01,140.55
25/03/2020,10:01,140.71
26/03/2020,11:01,144.81
27/03/2020,12:01,143.78
30/03/2020,13:01,142.24
31/03/2020,14:01,141.41
1/04/2020,15:01,141.43
2/04/2020,16:01,142.07
3/04/2020,17:01,141.31
6/04/2020,18:01,141.69
7/04/2020,19:01,140.47
8/04/2020,20:01,139.88
9/04/2020,21:01,140.48
14/04/2020,22:01,138.39
15/04/2020,23:01,136.88
16/04/2020,0:01,137.45
17/04/2020,1:01,137.96
20/04/2020,2:01,136.19
21/04/2020,3:01,133.84
22/04/2020,4:01,134.74
23/04/2020,5:01,135.88
24/04/2020,6:01,136.92
27/04/2020,7:01,138.51
28/04/2020,8:01,138.92
29/04/2020,9:01,138.71
30/04/2020,10:01,138.6
4/05/2020,11:01,138.79
5/05/2020,12:01,137.27
6/05/2020,13:01,136.2
7/05/2020,14:01,137.03
8/05/2020,15:01,138.3
11/05/2020,16:01,137.34
12/05/2020,17:01,137.35
13/05/2020,18:01,138.36
14/05/2020,19:01,138.14
15/05/2020,20:01,137.77
18/05/2020,21:01,138.85
19/05/2020,22:01,140.2
20/05/2020,23:01,140.25
21/05/2020,0:01,140.48
22/05/2020,1:01,140.82
25/05/2020,2:01,140.99
26/05/2020,3:01,141.062
27/05/2020,4:01,141.404
28/05/2020,5:01,141.636
29/05/2020,6:01,140.608
1/06/2020,7:01,140.85
2/06/2020,8:01,140.08
3/06/2020,9:01,139.7
4/06/2020,10:01,141.31
5/06/2020,11:01,141.26
8/06/2020,12:01,141.51
9/06/2020,13:01,140.91
10/06/2020,14:01,140.23
11/06/2020,15:01,141.12
12/06/2020,16:01,141.58
15/06/2020,17:01,141.73
16/06/2020,18:01,142.09
17/06/2020,19:01,142.1
18/06/2020,20:01,142.46
19/06/2020,21:01,142.66
22/06/2020,22:01,143.47
23/06/2020,23:01,143.72
24/06/2020,0:01,143.72
25/06/2020,1:01,143.21
26/06/2020,2:01,143.45
29/06/2020,3:01,143.33
30/06/2020,4:01,143.88
1/07/2020,5:01,143.5
2/07/2020,6:01,144.28
3/07/2020,7:01,143.72
